Flow info:,514.0,0.0,0.0,0.0,0.0,514.0,0.0,514.0,514.0,514.0,513.7920379638672,0.0,514.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,3892.6255220417634,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #11
Flow info:,269634.0,1412.0,0.0,522.5555555555555,681.8762921364679,19260.0,64647.785088253644,243642.0,0.0,19353.0,3870.5825805664062,4695.123985532533,9817.0,179.0,261624.0,32703.012228012085,85292.94528350505,243642.0,0.0,0.0,22.25238587459668,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #12
Flow info:,468.0,0.0,0.0,0.0,0.0,468.0,0.0,468.0,468.0,468.0,468.0156707763672,0.0,468.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,4273.361181864493,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #13
Flow info:,267195.0,1412.0,0.0,522.5555555555555,681.8762921364679,19085.0,64117.875171582295,241650.0,0.0,18564.0,3712.797164916992,4380.461087788939,9441.0,117.0,260177.0,32522.112131118774,84568.16911347433,241650.0,0.0,0.0,22.455511168496034,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #14
Flow info:,512.0,0.0,0.0,0.0,0.0,512.0,0.0,512.0,512.0,512.0,512.1231079101562,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,3905.310986964618,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #15
Flow info:,265449.0,1412.0,0.0,522.5555555555555,681.8762921364679,17697.0,61961.76297657547,241486.0,0.0,265375.0,44229.14981842041,99795.5479233552,247800.0,132.0,258381.0,32297.611236572266,84580.70082977752,241486.0,0.0,0.0,26.370432909725672,1412.0,340.875,554.7067543606562,307699.5833333333,1.0,1.0,1.0,1.0,0.0,362.375,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #16
Flow info:,459.0,0.0,0.0,0.0,0.0,459.0,0.0,459.0,459.0,459.0,458.9557647705078,0.0,459.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,4357.718441558442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #17
Flow info:,267854.0,1412.0,0.0,522.5555555555555,681.8762921364679,19132.0,65284.991831308296,245797.0,0.0,16106.0,3221.1780548095703,3864.8531707825678,8452.0,128.0,261674.0,32709.240913391113,86150.77331019605,245797.0,0.0,0.0,22.400264895710666,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #18
Flow info:,526.0,0.0,0.0,0.0,0.0,526.0,0.0,526.0,526.0,526.0,525.9513854980469,0.0,526.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,3802.6328195829556,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #19
Flow info:,265852.0,1412.0,0.0,522.5555555555555,681.8762921364679,18989.0,64217.4234680213,241911.0,0.0,17631.0,3526.163101196289,4303.038144295584,9364.0,123.0,259033.0,32379.150390625,84721.72494210648,241911.0,0.0,0.0,22.56895030240417,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #20
Flow info:,700.0,0.0,0.0,0.0,0.0,700.0,0.0,700.0,700.0,700.0,699.9969482421875,0.0,700.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,2857.1553133514985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #21
Flow info:,277645.0,1412.0,0.0,522.5555555555555,681.8762921364679,19832.0,65724.73347065924,247977.0,0.0,22750.0,4549.980163574219,5040.455067834162,12058.0,324.0,270551.0,33818.90058517456,86606.5781235351,247977.0,0.0,0.0,21.610321091463668,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #22
Flow info:,510.0,0.0,0.0,0.0,0.0,510.0,0.0,510.0,510.0,510.0,509.9773406982422,0.0,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,3921.742870500234,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #23
Flow info:,268452.0,1412.0,0.0,522.5555555555555,681.8762921364679,19175.0,64729.57246308382,243892.0,0.0,18393.0,3678.607940673828,4079.652835854875,8300.0,203.0,261126.0,32640.75517654419,85419.0687977768,243892.0,0.0,0.0,22.350350364574545,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #24
Flow info:,492.0,0.0,0.0,0.0,0.0,492.0,0.0,492.0,492.0,492.0,492.095947265625,0.0,492.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,4064.248062015504,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #25
Flow info:,273673.0,1412.0,0.0,522.5555555555555,681.8762921364679,19548.0,64648.67528285952,243682.0,0.0,23120.0,4624.032974243164,6165.36192045131,14323.0,119.0,266529.0,33316.10560417175,85178.23346114055,243682.0,0.0,0.0,21.92397035199169,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #26
Flow info:,626.0,0.0,0.0,0.0,0.0,626.0,0.0,626.0,626.0,626.0,626.0871887207031,0.0,626.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,3194.4432597105865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #27
Flow info:,274381.0,1412.0,0.0,522.5555555555555,681.8762921364679,18292.0,62002.924082885685,241903.0,0.0,274182.0,45696.97380065918,99719.16460429276,248906.0,125.0,260658.0,32582.253217697144,84666.77337781545,241903.0,0.0,0.0,25.51197780398093,1412.0,340.875,554.7067543606562,307699.5833333333,1.0,1.0,1.0,1.0,0.0,362.375,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #28
Flow info:,663.0,0.0,0.0,0.0,0.0,663.0,0.0,663.0,663.0,663.0,663.0420684814453,0.0,663.0,663.0,0.0,0.0,0.0,0.0,0.0,0.0,3016.3998561668463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #29
Flow info:,270439.0,1412.0,0.0,522.5555555555555,681.8762921364679,19317.0,64349.08162292268,242684.0,0.0,21241.0,4248.189926147461,4421.566997927317,10007.0,135.0,263111.0,32888.85951042175,84855.93789110832,242684.0,0.0,0.0,22.1861566089484,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #30
Flow info:,544.0,0.0,0.0,0.0,0.0,544.0,0.0,544.0,544.0,544.0,543.8327789306641,0.0,544.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,3677.601052170101,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #31
Flow info:,265705.0,1412.0,0.0,470.3,663.7770793806541,17714.0,61970.79876456151,241510.0,0.0,17104.0,3420.7820892333984,4114.729858277105,8681.0,120.0,258759.0,28750.97592671712,79847.63858743978,241510.0,0.0,0.0,22.58144532669566,1412.0,340.875,554.7067543606562,307699.5833333333,1.0,1.0,1.0,1.0,0.0,362.375,470.3,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #32
Flow info:,573.0,0.0,0.0,0.0,0.0,573.0,0.0,573.0,573.0,573.0,572.9198455810547,0.0,573.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,3490.889721181856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #33
Flow info:,270398.0,1412.0,0.0,522.5555555555555,681.8762921364679,19314.0,63999.56016154059,241275.0,0.0,22136.0,4427.194595336914,5333.6656912612525,12202.0,189.0,262725.0,32840.609550476074,84368.73541375826,241275.0,0.0,0.0,22.1895213163206,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #34
Flow info:,526.0,0.0,0.0,0.0,0.0,526.0,0.0,526.0,526.0,526.0,525.9513854980469,0.0,526.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,3802.6328195829556,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #35
Flow info:,268645.0,1412.0,0.0,522.5555555555555,681.8762921364679,19189.0,64486.17964092169,243024.0,0.0,18614.0,3722.810745239258,4336.382581978124,9536.0,146.0,261631.0,32703.876495361328,85053.0900926951,243024.0,0.0,0.0,22.334303354961353,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #36
Flow info:,1471.0,0.0,0.0,0.0,0.0,1471.0,0.0,1471.0,1471.0,1471.0,1470.804214477539,0.0,1471.0,1471.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.800291781488,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #37
Flow info:,267028.0,1412.0,0.0,522.5555555555555,681.8762921364679,17802.0,61672.60776669296,240523.0,0.0,266885.0,44480.84036509196,99842.22357496644,248155.0,166.0,260238.0,32529.741525650024,84120.88502708144,240523.0,0.0,0.0,26.214470217330938,1412.0,340.875,554.7067543606562,307699.5833333333,1.0,1.0,1.0,1.0,0.0,362.375,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #38
Flow info:,568.0,0.0,0.0,0.0,0.0,568.0,0.0,568.0,568.0,568.0,567.9130554199219,0.0,568.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,3521.665827036104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #39
Flow info:,267952.0,1412.0,0.0,522.5555555555555,681.8762921364679,19139.0,64513.93320754616,243088.0,0.0,18491.0,3698.2059478759766,4053.1766641485447,9247.0,547.0,261390.0,32673.746347427368,85096.18936792215,243088.0,0.0,0.0,22.392073118646962,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #40
Flow info:,1064.0,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1063.8236999511719,0.0,1064.0,1064.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0107575078441,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #41
Flow info:,306923.0,1412.0,0.0,470.3,663.7770793806541,20462.0,61658.35555940132,241869.0,0.0,54127.0,10825.395584106445,13753.295892787552,29594.0,523.0,285829.0,31758.785247802734,79111.50284536844,241869.0,0.0,0.0,19.548867461231744,1412.0,340.875,554.7067543606562,307699.5833333333,1.0,1.0,1.0,1.0,0.0,363.125,470.3,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #42
Flow info:,651.0,0.0,0.0,0.0,0.0,651.0,0.0,651.0,651.0,651.0,651.1211395263672,0.0,651.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,3071.6250457707797,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #43
Flow info:,299715.0,1412.0,0.0,522.5555555555555,681.8762921364679,19981.0,66160.78732195286,258828.0,0.0,291591.0,48598.527908325195,106647.63890904715,266124.0,617.0,291014.0,36376.744508743286,90007.14343614026,258828.0,0.0,0.0,23.355517796572418,1412.0,340.875,554.7067543606562,307699.5833333333,1.0,1.0,1.0,1.0,0.0,362.375,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #44
Flow info:,3918.0,0.0,0.0,0.0,0.0,3918.0,0.0,3918.0,3918.0,3918.0,3917.9325103759766,0.0,3918.0,3918.0,0.0,0.0,0.0,0.0,0.0,0.0,510.4733158887604,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #45
Flow info:,312947.0,0.0,0.0,0.0,0.0,156474.0,220705.68114996556,312536.0,411.0,0.0,0.0,0.0,0.0,0.0,312536.0,312536.00120544434,0.0,312536.0,312536.0,0.0,3.195428902288977,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,265.0,512.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #46
Flow info:,295121.0,1412.0,0.0,522.6666666666666,681.7851567759451,19675.0,65878.53540384513,257285.0,0.0,294794.0,49132.347106933594,107291.42796762232,267893.0,249.0,287047.0,35880.863666534424,89694.82086201134,257285.0,0.0,0.0,23.719088370184203,1412.0,340.9375,554.6688463999639,307657.5291666667,1.0,1.0,1.0,1.0,0.0,362.4375,522.6666666666666,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #47
Flow info:,1085.0,0.0,0.0,0.0,0.0,1085.0,0.0,1085.0,1085.0,1085.0,1085.042953491211,0.0,1085.0,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,1843.2450010986597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #48
Flow info:,273145.0,1412.0,0.0,522.5555555555555,681.8762921364679,18210.0,62145.473383025295,242667.0,0.0,272401.0,45400.18240610758,100126.87028826913,249649.0,453.0,266342.0,33292.7405834198,84692.28200373019,242667.0,0.0,0.0,25.627417725960655,1412.0,340.875,554.7067543606562,307699.5833333333,1.0,1.0,1.0,1.0,0.0,362.375,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #49
Flow info:,395.0,0.0,0.0,0.0,0.0,395.0,0.0,395.0,395.0,395.0,395.05958557128906,0.0,395.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,5062.52745926373,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #50
Flow info:,273480.0,1412.0,0.0,522.5555555555555,681.8762921364679,18232.0,62157.963446002126,242632.0,0.0,273281.0,45546.80983225504,99680.29451285639,248875.0,497.0,264462.0,33057.74927139282,84803.2308634924,242632.0,0.0,0.0,25.596027402276082,1412.0,340.875,554.7067543606562,307699.5833333333,1.0,1.0,1.0,1.0,0.0,362.375,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #51
Flow info:,950.0,0.0,0.0,0.0,0.0,950.0,0.0,950.0,950.0,950.0,950.0980377197266,0.0,950.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.045922208281,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #52
Flow info:,271557.0,1412.0,0.0,522.5555555555555,681.8762921364679,19397.0,65249.742130359096,245924.0,0.0,19067.0,3813.4098052978516,3834.589715330925,9055.0,444.0,265119.0,33139.88447189331,86051.97250569086,245924.0,0.0,0.0,22.094801284994727,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #53
Flow info:,1042.0,0.0,0.0,0.0,0.0,1042.0,0.0,1042.0,1042.0,1042.0,1041.8891906738281,0.0,1042.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,1919.5899313501145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #54
Flow info:,274472.0,1412.0,0.0,470.3,663.7770793806541,18298.0,64490.885096812985,251253.0,0.0,17662.0,3532.40966796875,3816.4368626666374,8063.0,250.0,267375.0,29708.33248562283,83130.47775811951,251253.0,0.0,0.0,21.860153454729293,1412.0,340.875,554.7067543606562,307699.5833333333,1.0,1.0,1.0,1.0,0.0,363.125,470.3,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #55
Flow info:,475.0,0.0,0.0,0.0,0.0,475.0,0.0,475.0,475.0,475.0,475.16822814941406,0.0,475.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,4209.035624686402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #56
Flow info:,267322.0,1412.0,0.0,470.3,663.7770793806541,16708.0,60893.48220543024,244891.0,0.0,267237.0,44539.5310719808,100917.13874630751,250407.0,174.0,260789.0,28976.546393500434,81014.74107875515,244891.0,0.0,0.0,26.185642553267392,1412.0,320.8235294117647,543.4182591814198,295303.4044117647,1.0,1.0,1.0,1.0,0.0,342.2352941176471,470.3,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #57
Flow info:,461.0,0.0,0.0,0.0,0.0,461.0,0.0,461.0,461.0,461.0,461.1015319824219,0.0,461.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,4337.439503619442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #58
Flow info:,271299.0,1412.0,0.0,522.5555555555555,681.8762921364679,19378.0,64337.91946454605,242698.0,0.0,21075.0,4215.002059936523,4230.885225654051,9765.0,638.0,264028.0,33003.47924232483,84820.53333214852,242698.0,0.0,0.0,22.115829898673883,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #59
Flow info:,3175.0,0.0,0.0,0.0,0.0,3175.0,0.0,3175.0,3175.0,3175.0,3175.020217895508,0.0,3175.0,3175.0,0.0,0.0,0.0,0.0,0.0,0.0,629.9172486295712,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #60
Flow info:,272075.0,1412.0,0.0,522.5555555555555,681.8762921364679,19434.0,64600.25859730134,243559.0,0.0,18812.0,3762.388229370117,4479.286171321487,9464.0,288.0,262696.0,32837.00346946716,85234.89380864441,243559.0,0.0,0.0,22.05274784978509,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #61
Flow info:,1464.0,0.0,0.0,0.0,0.0,1464.0,0.0,1464.0,1464.0,1464.0,1463.8900756835938,0.0,1464.0,1464.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.2228013029317,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #62
Flow info:,273841.0,1412.0,0.0,522.5555555555555,681.8762921364679,19560.0,65253.62063713239,246020.0,0.0,21656.0,4331.159591674805,4775.682636326584,9962.0,330.0,264024.0,33003.002405166626,86134.81177508336,246020.0,0.0,0.0,21.91053238281971,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #63
Flow info:,1275.0,0.0,0.0,0.0,0.0,1275.0,0.0,1275.0,1275.0,1275.0,1275.0625610351562,0.0,1275.0,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.5504861630516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,512.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #64
Flow info:,278466.0,1412.0,0.0,522.5555555555555,681.8762921364679,19890.0,65105.80807010133,245768.0,0.0,26786.0,5357.217788696289,4945.183812631559,12140.0,252.0,266525.0,33315.62876701355,85940.72217277499,245768.0,0.0,0.0,21.546617167720775,1412.0,363.6,566.4142603128158,320825.1142857143,1.0,1.0,1.0,1.0,0.0,385.2,522.5555555555555,64240.0,65535.0,0.0,0.0,0.0,0.0,0.0
